Title,Model,Code Type,LOC,Errors,Missing Semicolon,Unexpected Comma,Unnecessary Semicolon,Unclosed Regular Expression,String Formatting,Confusing Syntax,Closing Pair not Used,Labelling Error,Missing Initializer for Constant,Redeclaring Variables,Overriding Constants,Used before Declared,Use Restricted Word,Incorrect Identifier,Module Code Error,General Import Error,Operator Error,Unlocal Variable Call in Function,Dot Notation,Class properties Outside Methods,Duplicate Class Methods,Other Error
Local Storage Rikishi Game,Default,javascript,41,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Local Storage Rikishi Game,Default,javascript,22,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Local Storage Rikishi Game,Default,javascript,26,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Local Storage Rikishi Game,Default,javascript,34,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Local Storage Rikishi Game,Default,javascript,59,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Local Storage Rikishi Game,Default,javascript,35,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Local Storage Rikishi Game,Default,javascript,15,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Local Storage Rikishi Game,Default,javascript,5,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Local Storage Rikishi Game,Default,javascript,21,{'missing semicolon': 3},3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Local Storage Rikishi Game,Default,javascript,9,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Local Storage Rikishi Game,Default,javascript,22,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Local Storage Rikishi Game,Default,javascript,14,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Local Storage Rikishi Game,Default,javascript,9,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Module Error in Browser.,Default,javascript,5,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Module Error in Browser.,Default,javascript,2,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Module Error in Browser.,Default,javascript,68,{'unnecessary semicolon': 1},0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Module Error in Browser.,Default,javascript,73,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Module Error in Browser.,Default,javascript,45,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Module Error in Browser.,Default,javascript,20,{'other error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Module Error in Browser.,Default,javascript,8,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Module Error in Browser.,Default,javascript,14,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Module Error in Browser.,Default,javascript,15,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Module Error in Browser.,Default,javascript,6,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Module Error in Browser.,Default,javascript,2,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Module Error in Browser.,Default,javascript,5,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Module Error in Browser.,Default,javascript,12,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Module Error in Browser.,Default,javascript,5,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Module Error in Browser.,Default,javascript,5,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Module Error in Browser.,Default,javascript,22,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Module Error in Browser.,Default,javascript,21,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Module Error in Browser.,Default,javascript,16,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Module Error in Browser.,Default,javascript,33,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Module Error in Browser.,Default,javascript,9,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Module Error in Browser.,Default,javascript,6,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Module Error in Browser.,Default,javascript,18,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Module Error in Browser.,Default,javascript,12,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scroll Zoom & Color Effect,Default,javascript,18,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JS Regex for Identifiers.,Default,javascript,2,"{'other error': 1, 'missing semicolon': 1}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
JS Regex for Identifiers.,Default,javascript,5,"{'other error': 5, 'missing semicolon': 3, 'incorrect identifier': 1}",3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
JS Regex for Identifiers.,Default,javascript,3,"{'use restricted word': 2, 'other error': 3, 'missing semicolon': 2}",2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3
JS Regex for Identifiers.,Default,javascript,2,"{'other error': 1, 'missing semicolon': 1}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
JS Regex for Identifiers.,Default,javascript,2,"{'other error': 1, 'missing semicolon': 1}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
JS Regex for Identifiers.,Default,javascript,2,"{'other error': 1, 'missing semicolon': 1}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Algolia,Default,javascript,7,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algolia,Default,javascript,2,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Algolia,Default,javascript,33,"{'unclosed regular expression': 1, 'other error': 1}",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Collapsible UL List,Default,javascript,13,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Next.js Periodic Function,Default,javascript,6,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Next.js Periodic Function,Default,javascript,23,"{'unclosed regular expression': 1, 'other error': 1}",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Next.js Periodic Function,Default,javascript,8,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Next.js Periodic Function,Default,javascript,9,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Next.js Periodic Function,Default,javascript,20,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSS Font Parsing Error,Default,javascript,12,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Centering Cytoscape Layout Position,Default,javascript,12,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Centering Cytoscape Layout Position,Default,javascript,7,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Copy HTML Node as Image,Default,javascript,51,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Copy HTML Node as Image,Default,javascript,3,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Copy HTML Node as Image,Default,javascript,5,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Copy HTML Node as Image,Default,javascript,3,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Copy HTML Node as Image,Default,javascript,2,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Copy HTML Node as Image,Default,javascript,2,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jest Tests for formatCollapsingText,Default,javascript,34,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jest Tests for formatCollapsingText,Default,javascript,6,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bootstrap Modal Calculator,Default,javascript,30,{'other error': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bootstrap Modal Calculator,Default,javascript,56,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Debating TOTP vs encrypted payloads,Default,javascript,5,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Debating TOTP vs encrypted payloads,Default,javascript,14,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Debating TOTP vs encrypted payloads,Default,javascript,5,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Debating TOTP vs encrypted payloads,Default,javascript,24,{'overiding constants': 1},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Debating TOTP vs encrypted payloads,Default,javascript,26,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Debating TOTP vs encrypted payloads,Default,javascript,87,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GitHub Action for Review,Default,javascript,2,{'missing semicolon': 1},1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exponential Backoff Retry,Default,javascript,37,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NextAuth with MongoDB,Default,javascript,55,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NextAuth with MongoDB,Default,javascript,16,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NextAuth with MongoDB,Default,javascript,18,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Node File Structure Guide,Default,javascript,2,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Node File Structure Guide,Default,javascript,7,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Node File Structure Guide,Default,javascript,21,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Node File Structure Guide,Default,javascript,16,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Node File Structure Guide,Default,javascript,8,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Node File Structure Guide,Default,javascript,33,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Node File Structure Guide,Default,javascript,23,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Node File Structure Guide,Default,javascript,23,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Node File Structure Guide,Default,javascript,30,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Node File Structure Guide,Default,javascript,36,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Node File Structure Guide,Default,javascript,14,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Node File Structure Guide,Default,javascript,14,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Node File Structure Guide,Default,javascript,23,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Node File Structure Guide,Default,javascript,23,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Node File Structure Guide,Default,javascript,31,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Node File Structure Guide,Default,javascript,46,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Node File Structure Guide,Default,javascript,33,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Node File Structure Guide,Default,javascript,37,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Node File Structure Guide,Default,javascript,28,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Node File Structure Guide,Default,javascript,21,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Node File Structure Guide,Default,javascript,23,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Node File Structure Guide,Default,javascript,36,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Node File Structure Guide,Default,javascript,22,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Node File Structure Guide,Default,javascript,26,{},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
